timestamp,presence,icm
1539354525,false,false
1539354526,false,false
1539354527,false,false
1539354528,false,false
1539354529,false,false
1539354530,false,false
1539354531,false,false
1539354532,false,false
1539354533,false,false
1539354534,false,false
1539354535,false,false
1539354536,false,false
1539354537,false,false
1539354538,false,false
1539354539,false,false
1539354540,false,false
1539354541,false,false
1539354542,false,false
1539354543,false,false
1539354544,false,false
1539354545,false,false
1539354546,false,false
1539354547,false,false
1539354548,false,false
1539354549,false,false
1539354550,false,false
1539354551,false,false
1539354552,false,false
1539354553,false,false
1539354554,false,false
1539354555,false,false
1539354556,false,false
1539354557,false,false
1539354558,false,false
1539354559,false,false
1539354560,false,false
1539354561,false,false
1539354562,false,false
1539354563,false,false
1539354564,false,false
1539354565,false,false
1539354566,false,false
1539354567,false,false
1539354568,false,false
1539354569,false,false
1539354570,false,false
1539354571,false,false
1539354572,false,false
1539354573,false,false
1539354574,false,false
1539354575,false,false
1539354576,false,false
1539354577,false,false
1539354578,false,false
1539354579,false,false
1539354580,false,false
1539354581,false,false
1539354582,false,false
1539354583,false,false
1539354584,false,false
1539354585,false,false
1539354586,false,false
1539354587,false,false
1539354588,false,false
1539354589,false,false
1539354590,false,false
1539354591,false,false
1539354592,false,false
1539354593,false,false
1539354594,false,false
1539354595,false,false
1539354596,false,false
1539354597,false,false
1539354598,false,false
1539354599,false,false
1539354600,false,false
1539354601,false,false
1539354602,false,false
1539354603,false,false
1539354604,false,false
1539354605,false,false
1539354606,false,false
1539354607,false,false
1539354608,false,false
1539354609,false,false
1539354610,false,false
1539354611,false,false
1539354612,false,false
1539354613,false,false
1539354614,false,false
1539354615,false,false
1539354616,false,false
1539354617,false,false
1539354618,false,false
1539354619,false,false
1539354620,false,false
1539354621,false,false
1539354622,false,false
1539354623,false,false
1539354624,false,false
1539354625,false,false
1539354626,false,false
1539354627,false,false
1539354628,false,false
1539354629,false,false
1539354630,false,false
1539354631,false,false
1539354632,false,false
1539354633,false,false
1539354634,false,false
1539354635,false,false
1539354636,false,false
1539354637,false,false
1539354638,false,false
1539354639,false,false
1539354640,false,false
1539354641,false,false
1539354642,false,false
1539354643,false,false
1539354644,false,false
1539354645,false,false
1539354646,false,false
1539354647,false,false
1539354648,false,false
1539354649,false,false
1539354650,false,false
1539354651,false,false
1539354652,false,false
1539354653,false,false
1539354654,false,false
1539354655,false,false
1539354656,false,false
1539354657,false,false
1539354658,false,false
1539354659,false,false
1539354660,false,false
1539354661,false,false
1539354662,false,false
1539354663,false,false
1539354664,false,false
1539354665,false,false
1539354666,false,false
1539354667,false,false
1539354668,false,false
1539354669,false,false
1539354670,false,false
1539354671,false,false
1539354672,false,false
1539354673,false,false
1539354674,false,false
1539354675,false,false
1539354676,false,false
1539354677,false,false
1539354678,false,false
1539354679,false,false
1539354680,false,false
1539354681,false,false
1539354682,false,false
1539354683,false,false
1539354684,false,false
1539354685,false,false
1539354686,false,false
1539354687,false,false
1539354688,false,false
1539354689,false,false
1539354690,false,false
1539354691,false,false
1539354692,false,false
1539354693,false,false
1539354694,false,false
1539354695,false,false
1539354696,false,false
1539354697,false,false
1539354698,false,false
1539354699,false,false
1539354700,false,false
1539354701,false,false
1539354702,false,false
1539354703,false,false
1539354704,false,false
1539354705,false,false
1539354706,false,false
1539354707,false,false
1539354708,false,false
1539354709,false,false
1539354710,false,false
1539354711,false,false
1539354712,false,false
1539354713,false,false
1539354714,false,false
1539354715,false,false
1539354716,false,false
1539354717,false,false
1539354718,false,false
1539354719,false,false
1539354720,false,false
1539354721,false,false
1539354722,false,false
1539354723,false,false
1539354724,false,false
1539354725,false,false
1539354726,false,false
1539354727,false,false
1539354728,false,false
1539354729,false,false
1539354730,false,false
1539354731,false,false
1539354732,false,false
1539354733,false,false
1539354734,false,false
1539354735,false,false
1539354736,false,false
1539354737,false,false
1539354738,false,false
1539354739,false,false
1539354740,false,false
1539354741,false,false
1539354742,false,false
1539354743,false,false
1539354744,false,false
1539354745,false,false
1539354746,false,false
1539354747,false,false
1539354748,false,false
1539354749,false,false
1539354750,false,false
1539354751,false,false
1539354752,false,false
1539354753,false,false
1539354754,false,false
1539354755,false,false
1539354756,false,false
1539354757,false,false
1539354758,false,false
1539354759,false,false
1539354760,false,false
1539354761,false,false
1539354762,false,false
1539354763,false,false
1539354764,false,false
1539354765,false,false
1539354766,false,false
1539354767,false,false
1539354768,false,false
1539354769,false,false
1539354770,false,false
1539354771,false,false
1539354772,false,false
1539354773,false,false
1539354774,false,false
1539354775,false,false
1539354776,false,false
1539354777,false,false
1539354778,false,false
1539354779,false,false
1539354780,false,false
1539354781,false,false
1539354782,false,false
1539354783,false,false
1539354784,false,false
1539354785,false,false
1539354786,false,false
1539354787,false,false
1539354788,false,false
1539354789,false,false
1539354790,false,false
1539354791,false,false
1539354792,false,false
1539354793,false,false
1539354794,false,false
1539354795,false,false
1539354796,false,false
1539354797,false,false
1539354798,false,false
1539354799,false,false
1539354800,false,false
1539354801,false,false
1539354802,false,false
1539354803,false,false
1539354804,false,false
1539354805,false,false
1539354806,false,false
1539354807,false,false
1539354808,false,false
1539354809,false,false
1539354810,false,false
1539354811,false,false
1539354812,false,false
1539354813,false,false
1539354814,false,false
1539354815,false,false
1539354816,false,false
1539354817,false,false
1539354818,false,false
1539354819,false,false
1539354820,false,false
1539354821,false,false
1539354822,false,false
1539354823,false,false
1539354824,false,false
1539354825,false,false
1539354826,false,false
1539354827,false,false
1539354828,false,false
1539354829,false,false
1539354830,false,false
1539354831,false,false
1539354832,false,false
1539354833,false,false
1539354834,false,false
1539354835,false,false
1539354836,false,false
1539354837,false,false
1539354838,false,false
1539354839,false,false
1539354840,false,false
1539354841,true,true
1539354842,true,true
1539354843,true,true
1539354844,true,false
1539354845,true,false
1539354846,false,false
1539354847,false,false
1539354848,false,false
1539354849,false,false
1539354850,false,false
1539354851,false,false
1539354852,false,false
1539354853,false,false
1539354854,false,false
1539354855,false,false
1539354856,false,false
1539354857,false,false
1539354858,false,false
1539354859,false,false
1539354860,false,false
1539354861,false,false
1539354862,false,false
1539354863,false,false
1539354864,false,false
1539354865,false,false
1539354866,false,false
1539354867,false,false
1539354868,false,false
1539354869,false,false
1539354870,false,false
1539354871,false,false
1539354872,false,false
1539354873,false,false
1539354874,false,false
1539354875,false,false
1539354876,false,false
1539354877,false,false
1539354878,false,false
1539354879,false,false
1539354880,false,false
1539354881,false,false
1539354882,false,false
1539354883,false,false
1539354884,false,false
1539354885,false,false
1539354886,false,false
1539354887,false,false
1539354888,false,false
1539354889,false,false
1539354890,false,false
1539354891,false,false
1539354892,false,false
1539354893,false,false
1539354894,false,false
1539354895,false,false
1539354896,false,false
1539354897,false,false
1539354898,false,false
1539354899,false,false
1539354900,false,false
1539354901,false,false
1539354902,false,false
1539354903,false,false
1539354904,false,false
1539354905,false,false
1539354906,false,false
1539354907,false,false
1539354908,false,false
1539354909,false,false
1539354910,false,false
1539354911,false,false
1539354912,false,false
1539354913,false,false
1539354914,false,false
1539354915,false,false
1539354916,false,false
1539354917,false,false
1539354918,false,false
1539354919,false,false
1539354920,false,false
1539354921,false,false
1539354922,false,false
1539354923,false,false
1539354924,false,false
1539354926,false,false
1539354927,false,false
1539354928,false,false
1539354929,false,false
1539354930,false,false
1539354931,false,false
1539354932,false,false
1539354933,false,false
1539354934,false,false
1539354935,false,false
1539354936,false,false
1539354937,false,false
1539354938,false,false
1539354939,false,false
1539354940,false,false
1539354941,false,false
1539354942,false,false
1539354943,false,false
1539354944,false,false
1539354945,false,false
1539354946,false,false
1539354947,false,false
1539354948,false,false
1539354949,false,false
1539354950,false,false
1539354951,false,false
1539354952,false,false
1539354953,false,false
1539354954,false,false
1539354955,false,false
1539354956,false,false
1539354957,false,false
1539354958,false,false
1539354959,false,false
1539354960,false,false
1539354961,false,false
1539354962,false,false
1539354963,false,false
1539354964,false,false
1539354965,false,false
1539354966,false,false
1539354967,false,false
1539354968,false,false
1539354969,false,false
1539354970,false,false
1539354971,false,false
1539354972,false,false
1539354973,false,false
1539354974,false,false
1539354975,false,false
1539354976,false,false
1539354977,false,false
1539354978,false,false
1539354979,false,false
1539354980,false,false
1539354981,false,false
1539354982,false,false
1539354983,false,false
1539354984,false,false
1539354985,false,false
1539354986,false,false
1539354987,false,false
1539354988,false,false
1539354989,false,false
1539354990,false,false
1539354991,false,false
1539354992,false,false
1539354993,false,false
1539354994,false,false
1539354995,false,false
1539354996,false,false
1539354997,false,false
1539354998,false,false
1539354999,false,false
1539355000,false,false
1539355001,false,false
1539355002,false,false
1539355003,false,false
1539355004,false,false
1539355005,false,false
1539355006,false,false
1539355007,false,false
1539355008,false,false
1539355009,false,false
1539355010,false,false
1539355011,false,false
1539355012,false,false
1539355013,false,false
1539355014,false,false
1539355015,false,false
1539355016,false,false
1539355017,false,false
1539355018,false,false
1539355019,false,false
1539355020,false,false
1539355021,false,false
1539355022,false,false
1539355023,false,false
1539355024,false,false
1539355025,false,false
1539355026,false,false
1539355027,false,false
1539355028,false,false
1539355029,false,false
1539355030,false,false
1539355031,false,false
1539355032,false,false
1539355033,false,false
1539355034,false,false
1539355035,false,false
1539355036,false,false
1539355037,false,false
1539355038,false,false
1539355039,false,false
1539355040,false,false
1539355041,false,false
1539355042,false,false
1539355043,false,false
1539355044,false,false
1539355045,false,false
1539355046,false,false
1539355047,false,false
1539355048,false,false
1539355049,false,false
1539355050,false,false
1539355051,false,false
1539355052,false,false
1539355053,false,false
1539355054,false,false
1539355055,false,false
1539355056,false,false
1539355057,false,false
1539355058,false,false
1539355059,false,false
1539355060,false,false
1539355061,false,false
1539355062,false,false
1539355063,false,false
1539355064,false,false
1539355065,false,false
1539355066,false,false
1539355067,false,false
1539355068,false,false
1539355069,false,false
1539355070,false,false
1539355071,false,false
1539355072,false,false
1539355073,false,false
1539355074,false,false
1539355075,false,false
1539355076,false,false
1539355077,false,false
1539355078,false,false
1539355079,false,false
1539355080,false,false
1539355081,false,false
1539355082,false,false
1539355083,false,false
1539355084,false,false
1539355085,false,false
1539355086,false,false
1539355087,false,false
1539355088,false,false
1539355089,false,false
1539355090,false,false
1539355091,false,false
1539355092,false,false
1539355093,false,false
1539355094,false,false
1539355095,false,false
1539355096,false,false
1539355097,false,false
1539355098,false,false
1539355099,false,false
1539355100,false,false
1539355101,false,false
1539355102,false,false
1539355103,false,false
1539355104,false,false
1539355105,false,false
1539355106,false,false
1539355107,false,false
1539355108,false,false
1539355109,false,false
1539355110,false,false
1539355111,false,false
1539355112,false,false
1539355113,false,false
1539355114,false,false
1539355115,false,false
1539355116,false,false
1539355117,false,false
1539355118,false,false
1539355119,false,false
1539355120,false,false
1539355121,false,false
1539355122,false,false
1539355123,false,false
1539355124,false,false
1539355125,false,false
1539355126,false,false
1539355127,false,false
1539355128,false,false
1539355129,false,false
1539355130,false,false
1539355131,false,false
1539355132,false,false
1539355133,false,false
1539355134,false,false
1539355135,false,false
1539355136,false,false
1539355137,false,false
1539355138,false,false
1539355139,false,false
1539355140,false,false
1539355141,false,false
1539355142,false,false
1539355143,false,false
1539355144,false,false
